LFQ intensity KO_I	LFQ intensity KO_II	LFQ intensity KO_III	LFQ intensity WT_I	LFQ intensity WT_II	LFQ intensity WT_III	C: Only identified by site	C: Reverse	C: Potential contaminant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
4821700	7738200	3195000	6725700	6333500	3836000				12	12	9	57.5	57.5	44.5	16.445	0	116.84	506770000	652	P62250;A0A8I5YCD9;A0A1W2Q631;A0A8I5XVG9;A0A8I5ZY61;M0R4I3;M0R8S7	P62250;A0A8I5YCD9;A0A1W2Q631;A0A8I5XVG9	40S ribosomal protein S16	Rps16	2901
0	0	0	0	0	0				1	1	1	5.9	5.9	5.9	19.509	0.0013468	2.9155	952540	15	P62255	P62255	Ubiquitin-conjugating enzyme E2 G1;Ubiquitin-conjugating enzyme E2 G1, N-terminally processed	Ube2g1	2902
12164000	9928400	9417000	7860900	8911200	6015600				20	20	18	73.7	73.7	70.6	29.174	0	245.77	922270000	1356	P62260;A0A8I6GEP3;A0A8I5ZSP3;A0A8I6AKE2	P62260;A0A8I6GEP3;A0A8I5ZSP3;A0A8I6AKE2	14-3-3 protein epsilon	Ywhae	2903
5794100	12391000	4653900	10535000	11321000	7978500				14	14	14	63.3	63.3	63.3	18.431	0	122.76	632020000	645	P62282;A0A8I5ZVN9;A0A8I5Y1A5;A0A8I6AKU9;A0A8I6AVZ0;D3ZYK5	P62282;A0A8I5ZVN9;A0A8I5Y1A5	40S ribosomal protein S11	Rps11	2904
1090700	353240	0	977780	363330	0				4	4	4	33.1	33.1	33.1	20.082	0	29.212	27305000	111	P62332	P62332	ADP-ribosylation factor 6	Arf6	2905
0	0	0	0	0	0	+			10	2	2	28.7	10.2	10.2	50.454	1	-2	2150200	1	P62632	P62632	Elongation factor 1-alpha 2	Eef1a2	2906
0	610900	5423700	0	381380	5414700				10	10	2	63.8	63.8	13	19.463	0	83.747	84570000	174	P62634	P62634	Cellular nucleic acid-binding protein	Cnbp	2907
1523900	715540	0	970270	1077500	1167700				12	12	2	46.9	46.9	6.8	35.575	0	43.435	77277000	239	P62716	P62716	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	Ppp2cb	2908
0	0	0	579490	505940	949160				3	3	2	16.6	16.6	10.4	22.338	0.00041632	5.5946	15010000	60	P62749	P62749	Hippocalcin-like protein 1	Hpcal1	2909
8682800	5442400	3043400	5693800	5643300	3282600				12	12	12	40.2	40.2	40.2	28.68	0	141.02	550850000	656	P62755;M0RD75;A0A0H2UHF7;A0A8I6GK15;A0A8I6A7W5;A0A0G2K7G8;A0A8I5ZKM8	P62755;M0RD75;A0A0H2UHF7;A0A8I6GK15	40S ribosomal protein S6	Rps6	2910
0	1147400	1559100	0	855820	1767900				2	2	2	22.9	22.9	22.9	12.861	0	16.644	26224000	105	P62775	P62775	Myotrophin	Mtpn	2911
164130000	42718000	7881900	62286000	47208000	30876000				14	14	14	61.2	61.2	61.2	11.367	0	174.2	4656500000	1643	P62804	P62804	Histone H4;Osteogenic growth peptide	Hist1h4b	2912
6735500	8709100	4413500	7274800	10250000	7697100				10	10	10	48.1	48.1	48.1	24.423	0	171.83	649680000	898	P62828;Q8K586;Q66H11	P62828;Q8K586;Q66H11	GTP-binding nuclear protein Ran;GTP-binding nuclear protein Ran, testis-specific isoform	Ran;Rasl2-9;RGD1306195	2913
2286400	4795600	1254200	6109500	4878500	1138900				9	9	9	65.7	65.7	65.7	14.865	0	143.57	295970000	593	P62832;A0A8I6AA01	P62832;A0A8I6AA01	60S ribosomal protein L23	Rpl23	2914
690650	0	0	312070	0	0				10	3	0	76.1	29.3	0	20.987	0	10.521	12126000	53	P62836;A0A8I5ZX51	P62836;A0A8I5ZX51	Ras-related protein Rap-1A	Rap1a	2915
4343800	0	0	3247200	1880000	0				3	3	3	36.6	36.6	36.6	17.04	0	21.578	70489000	98	P62845;D3ZAK6	P62845;D3ZAK6	40S ribosomal protein S15	Rps15;Rps15-ps2	2916
0	0	6065200	0	0	2095400				9	9	5	79.7	79.7	31.9	7.8409	0	132.15	63474000	153	P62859	P62859	40S ribosomal protein S28	Rps28	2917
0	0	0	0	0	0				4	4	3	47.5	47.5	40.7	13.17	0.00040634	5.2186	3296000	20	P62870;A0A8I5ZLR5;A0A8I5ZTT3;A0A8I6GJ22;F1M937;F1LZ51	P62870;A0A8I5ZLR5;A0A8I5ZTT3	Transcription elongation factor B polypeptide 2	Tceb2	2918
7635300	6962400	2554400	8275700	8773400	3169900				7	7	7	66.1	66.1	66.1	12.784	0	78.753	329650000	526	P62890;M0RD99;A0A8I6AMA3;F1M3Q4;M0RA78	P62890	60S ribosomal protein L30	Rpl30	2919
0	0	0	0	0	0				1	1	1	19.6	19.6	19.6	6.4066	0.00075672	4.1988	9363900	36	P62893	P62893	60S ribosomal protein L39	Rpl39	2920
8192500	10592000	5647400	11349000	12016000	5207700				9	9	4	40.1	40.1	17.5	24.831	0	200.29	654330000	573	P62907;A0A8I6AEM1;A0A8I5ZVS9;A0A8I5Y9H0;A0A8I6A8Q7;A0A8I5ZRG4;F1LYQ7;D3Z9F6	P62907;A0A8I6AEM1;A0A8I5ZVS9;A0A8I5Y9H0;A0A8I6A8Q7;A0A8I5ZRG4;F1LYQ7	60S ribosomal protein L10a;Ribosomal protein	Rpl10a;LOC680700	2921
8197000	6626900	2873000	10325000	8336300	5032600				19	19	14	70.8	70.8	61.7	26.674	0	270.42	911700000	1140	P62909;A0A8I5ZK30;A0A8I6A8D6;D3ZVH2;A0A8I6ASH0	P62909;A0A8I5ZK30;A0A8I6A8D6	40S ribosomal protein S3	Rps3	2922
6020800	2789400	0	5268900	3287200	2071300				6	6	6	34.8	34.8	34.8	15.86	0	28.224	172660000	283	P62912;D4A412;A0A8I5Y5C9;D3ZWL0	P62912;D4A412	60S ribosomal protein L32	Rpl32;LOC688684	2923
5176100	8317200	3406400	9000700	9585300	7450300				7	7	7	36	36	36	20.252	0	123.73	409310000	470	P62914;A0A0G2JWB2	P62914;A0A0G2JWB2	60S ribosomal protein L11	Rpl11	2924
834160	620100	242450	1150800	975290	606180				22	22	15	30.2	30.2	22.9	104.55	0	49.471	86143000	395	P62944;A0A8I5ZYC5;A0A8I6A4X2;A0A8I5ZZX8	P62944;A0A8I5ZYC5;A0A8I6A4X2	AP-2 complex subunit beta	Ap2b1	2925
2843600	9684800	5196600	8453800	12213000	8397500				11	11	5	87.1	87.1	51.4	14.957	0	282.83	737460000	1196	P62963;A0A8I6AKB2	P62963;A0A8I6AKB2	Profilin-1	Pfn1	2926
11635000	15904000	24489000	8374200	16523000	21134000				11	11	11	59.6	59.6	59.6	17.951	0	323.31	767080000	1039	P62982;A0A8I6AN99;A0A8I6A5Y3;A0A8I6G5G7;A0A8I6A4W7;A0A8I5ZR71;F1LML2;P62986;P0CG51;Q63429;A0A8I6A1Y5;F1LU69;A0A8I5ZTA8;A0A8I6G8I7;F1M927;D4A0J6	P62982;A0A8I6AN99;A0A8I6A5Y3;A0A8I6G5G7;A0A8I6A4W7;A0A8I5ZR71;F1LML2;P62986;P0CG51;Q63429	Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin;Ubiquitin-related	Rps27a;Ubc;Uba52;Ubb	2927
0	0	0	0	0	0				5	5	5	31.3	31.3	31.3	25.206	0	13.899	5781900	37	P62994;A0A8I5ZZ92	P62994;A0A8I5ZZ92	Growth factor receptor-bound protein 2	Grb2	2928
0	0	0	0	0	0				4	4	4	13.7	13.7	13.7	46.67	0	19.508	5152600	16	P63004	P63004	Platelet-activating factor acetylhydrolase IB subunit alpha	Pafah1b1	2929
0	0	0	0	0	0				2	2	2	10.9	10.9	10.9	24.97	0.00072674	3.7442	4073900	20	P63012	P63012	Ras-related protein Rab-3A	Rab3a	2930
13141000	6535500	8746700	4745100	8092200	9790700				42	42	31	71.1	71.1	52.9	70.87	0	323.31	1883200000	2544	P63018;D4A4S3;A0A8I6A5N6;M0RCB1;A0A8I6A278;A0A8I6AQL9	P63018;D4A4S3;A0A8I6A5N6;M0RCB1;A0A8I6A278;A0A8I6AQL9	Heat shock cognate 71 kDa protein	Hspa8;LOC102549957	2931
2869300	4364900	5440100	3366000	4161500	4754900				33	33	33	75.7	75.7	75.7	60.955	0	323.31	696950000	1654	P63039;A0A8I6ACT0;A0A8I5ZVK6	P63039;A0A8I6ACT0	60 kDa heat shock protein, mitochondrial	Hspd1	2932
1419500	1239000	1477900	1050700	1260000	1572700				13	11	11	46.6	43.3	43.3	41.275	0	30.516	78288000	221	P63086;A0A8I6A252	P63086;A0A8I6A252	Mitogen-activated protein kinase 1	Mapk1	2933
0	880610	720100	592780	798190	0				12	3	3	53.9	17.6	17.6	36.983	0	9.2713	23479000	79	P63088;A0A8I5ZJ60;A0A8I6ACH2;A0A8I5ZX24;A0A8I5ZSW1;A0A0G2JVK2	P63088;A0A8I5ZJ60;A0A8I6ACH2;A0A8I5ZX24;A0A8I5ZSW1;A0A0G2JVK2	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	Ppp1cc	2934
16815000	10569000	10731000	7490100	10561000	8720000				19	17	17	71	71	71	27.771	0	323.31	1099900000	1526	P63102;A0A0G2JV65	P63102;A0A0G2JV65	14-3-3 protein zeta/delta	Ywhaz	2935
6113500	4192600	3513500	6677600	4508100	4247800				4	4	3	47.2	47.2	34.8	10.366	0	141.15	187040000	313	P63170	P63170	Dynein light chain 1, cytoplasmic	Dynll1	2936
8844000	5246300	2304100	9863600	7868700	3739100				19	19	19	78.5	78.5	78.5	35.076	0	323.31	765070000	1329	P63245;A0A0G2JZE6	P63245;A0A0G2JZE6	Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed	Gnb2l1	2937
93479000	88733000	92736000	79679000	115280000	107950000				37	37	3	81.1	81.1	7.5	41.792	0	323.31	17601000000	9446	P63259;A0A8I5ZXG0;A0A8I6AQR0	P63259;A0A8I5ZXG0	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	Actg1	2938
301520	365170	0	333890	426210	0				7	7	7	47.1	47.1	47.1	23.553	0	18.832	18105000	96	P63322;P36860;F1LQ62	P63322;P36860	Ras-related protein Ral-A;Ras-related protein Ral-B	Rala;Ralb	2939
1751100	5962500	1833900	2599300	3593500	3616500				4	4	2	23.6	23.6	9.1	18.916	0	61.936	155280000	401	P63326;D3ZH53;A0A0H2UI18;D3ZJY5;Q7TP86;D3ZCN9	P63326;D3ZH53;A0A0H2UI18;D3ZJY5	40S ribosomal protein S10	Rps10;RGD1561871;LOC100360905	2940
2291000	1601400	582940	3300500	1974700	840620				13	13	13	60.3	60.3	60.3	29.82	0	145.29	262720000	706	P67779;A0A8I5ZUY9;A0A8I5ZRR7;A0A8I5ZJB1	P67779;A0A8I5ZUY9	Prohibitin	Phb	2941
5871100	0	0	4753300	8754800	32711000				26	8	0	64.2	35	0	42.019	0	170.27	335030000	306	P68035;A0A0G2K4M6;P62738;P63269	P68035;A0A0G2K4M6;P62738;P63269	Actin, alpha cardiac muscle 1;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle	Actc1;Acta2;Actg2	2942
2926500	2624000	1922800	2633600	2745700	2906500				21	21	21	62.5	62.5	62.5	36.108	0	287.35	244680000	749	P68101	P68101	Eukaryotic translation initiation factor 2 subunit 1	Eif2s1	2943
0	0	0	0	0	0	+			25	1	1	63.9	5.6	5.6	42.051	1	-2	95800	0	P68136	P68136	Actin, alpha skeletal muscle	Acta1	2944
9705800	8001300	5882600	4009700	6245800	6190900				17	15	15	62.9	59.6	59.6	27.778	0	323.31	357380000	686	P68255;A0A8I6AJ05	P68255	14-3-3 protein theta	Ywhaq	2945
2051700	3938700	3796200	1839000	2561000	2069900				15	13	13	60.6	60.6	60.6	28.211	0	152.29	219070000	488	P68511;A0A0G2K2B8;A0A8I6AI74	P68511;A0A0G2K2B8;A0A8I6AI74	14-3-3 protein eta	Ywhah	2946
0	0	2726500	0	0	1444600				3	3	3	18.9	18.9	18.9	16.369	0	28.685	16979000	63	P69736;A0A8I6AEU8	P69736	Endothelial differentiation-related factor 1	Edf1	2947
21165000	29830000	32445000	17403000	25913000	22789000				30	6	5	80.2	20.3	16.9	49.67	0	210.84	1589800000	1404	P69897	P69897	Tubulin beta-5 chain	Tubb5	2948
0	0	0	0	0	0				2	2	2	9.9	9.9	9.9	23.613	0	9.853	3664300	32	P70500	P70500	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Cdipt	2949
0	0	0	0	0	0				3	2	2	17.9	12.6	12.6	23.603	0.00041528	5.5514	11741000	45	P70550	P70550	Ras-related protein Rab-8B	Rab8b	2950
0	0	0	0	0	0				1	1	1	29.8	29.8	29.8	9.6721	0.00041085	5.3854	4152300	23	P70552	P70552	GTP cyclohydrolase 1 feedback regulatory protein	Gchfr	2951
576420	329220	632400	453520	283000	599910				6	6	5	43.6	43.6	39	21.598	0	30.484	17436000	87	P70580;A0A0H2UHK2;A0A8I6AGW6	P70580;A0A0H2UHK2	Membrane-associated progesterone receptor component 1	Pgrmc1	2952
0	0	0	0	0	0				1	1	1	13.2	13.2	13.2	16.539	0	9.5443	2998800	30	P70617	P70617	Ninjurin-1	Ninj1	2953
0	0	0	0	0	0				1	1	1	10	10	10	37.386	0	19.572	3736500	11	P80385	P80385	5-AMP-activated protein kinase subunit gamma-1	Prkag1	2954
0	229870	0	0	160030	0				5	5	5	4.1	4.1	4.1	170.48	0	8.4165	3424000	19	P81128	P81128	Rho GTPase-activating protein 35	Arhgap35	2955
2458800	2414800	489020	2326400	2848200	656050				11	11	9	50.2	50.2	42.7	31.745	0	147.57	199370000	459	P81155;A0A8I6GB84	P81155;A0A8I6GB84	Voltage-dependent anion-selective channel protein 2	Vdac2	2956
1559300	3087900	1606800	2521500	3120600	1716500				17	17	4	48.9	48.9	11.2	51.079	0	119.35	296290000	716	P81795;A0A1P0QU16;A0A096MJB9	P81795	Eukaryotic translation initiation factor 2 subunit 3	Eif2s3	2957
0	0	0	0	0	0				3	3	3	11.4	11.4	11.4	37.196	0.00071149	3.4885	1320800	6	P81799;A0A8I6G2G4;A0A8I6AJS1	P81799;A0A8I6G2G4;A0A8I6AJS1	N-acetyl-D-glucosamine kinase	Nagk	2958
12577000	9174100	10176000	10483000	12384000	12351000				48	34	34	62.5	48.4	48.4	84.814	0	323.31	1410400000	2385	P82995;A0A8I5ZQP6;A0A8I5ZUJ0	P82995	Heat shock protein HSP 90-alpha	Hsp90aa1	2959
7339300	9566100	5715200	16815000	9614800	6454100				7	7	7	34.4	34.4	34.4	17.779	0	47.059	436320000	417	P83732;A0A0H2UH99;A0A8I5ZQG4;M0RBD1;A0A8I6AEE5;A0A8I6G430	P83732;A0A0H2UH99;A0A8I5ZQG4	60S ribosomal protein L24	Rpl24	2960
0	0	0	0	332810	479110				3	3	3	40	40	40	12.405	0	8.5935	5735200	36	P83871	P83871	PHD finger-like domain-containing protein 5A	Phf5a	2961
0	2329400	3006100	1341100	1995700	3225200				3	3	3	18.9	18.9	18.9	12.441	0	66.083	61877000	136	P83883;A0A8I6A205;F8WFR5;M0R7E5	P83883;A0A8I6A205	60S ribosomal protein L36a	Rpl36a	2962
415540	0	0	792640	0	0				5	5	5	20	20	20	51.1	0	21.158	22078000	119	P83888;A0A8I6A5N2;F1LUW9;A0A8I6A8A1	P83888;A0A8I6A5N2;F1LUW9;A0A8I6A8A1	Tubulin gamma-1 chain;Tubulin gamma chain	Tubg1;Tubg2	2963
0	0	0	0	0	0				9	4	4	56.7	27.8	27.8	20.529	0	13.472	14219000	61	P84083	P84083	ADP-ribosylation factor 5	Arf5	2964
13471000	7017900	5704200	4219100	4294500	4044000				29	10	3	76.2	35.7	12.4	49.906	0	323.31	435890000	593	P85108;A0A8I6AFA2	P85108;A0A8I6AFA2	Tubulin beta-2A chain	Tubb2a	2965
995510	1111900	1378000	776110	800250	1484700				10	10	10	38.5	38.5	38.5	43.908	0	74.698	77953000	345	P85125;G3V8L9	P85125;G3V8L9	Polymerase I and transcript release factor	Ptrf	2966
1020800	451160	0	1135600	1012300	676760				9	4	4	41	21	21	42.613	0	50.87	57872000	242	P85515;A0A8I6A4H6	P85515;A0A8I6A4H6	Alpha-centractin	Actr1a	2967
838950	904350	0	706250	652260	480740				15	15	15	45.4	45.4	45.4	49.522	0	69.583	65241000	279	P85834;A0A8I5ZXD5	P85834;A0A8I5ZXD5	Elongation factor Tu, mitochondrial	Tufm	2968
4021700	4009500	4962800	4177500	6054800	4511800				18	18	18	36.9	36.9	36.9	53.236	0	198.73	411380000	775	P85968;A0A0G2K7Q8	P85968;A0A0G2K7Q8	6-phosphogluconate dehydrogenase, decarboxylating	Pgd	2969
1723600	753110	2302100	1203100	2583200	685980				13	13	13	64	64	64	32.302	0	124.6	91826000	330	P85973;A0A8I5Y9C1	P85973;A0A8I5Y9C1	Purine nucleoside phosphorylase	Pnp	2970
967430	761950	408010	607190	762240	1204800				9	9	9	40.1	40.1	40.1	32.94	0	24.363	38629000	162	P97532	P97532	3-mercaptopyruvate sulfurtransferase	Mpst	2971
2293700	997900	639480	1816600	1714800	1180000				40	40	39	41	41	40.3	136.36	0	314.8	271390000	1122	P97536;A0A8I6A6C9	P97536;A0A8I6A6C9	Cullin-associated NEDD8-dissociated protein 1	Cand1	2972
0	0	0	0	0	0				1	1	1	1.5	1.5	1.5	89.555	0.0036664	2.0906	280750	1	P97570	P97570	85/88 kDa calcium-independent phospholipase A2	Pla2g6	2973
226730	346860	0	600580	573630	576400				16	16	16	26.1	26.1	26.1	82.118	0	46.26	35277000	186	P97571;F1LS29	P97571;F1LS29	Calpain-1 catalytic subunit	Capn1	2974
0	0	0	525100	385630	0				27	1	1	28.5	1.7	1.7	138.45	0	7.293	7032000	35	P97690	P97690	Structural maintenance of chromosomes protein 3	Smc3	2975
878350	1906500	1836500	0	1885300	2030700				13	13	1	42.2	42.2	5.8	30.511	0	33.564	104880000	403	P97697	P97697	Inositol monophosphatase 1	Impa1	2976
5064100	3225500	3188000	6648200	3980500	1557400				15	15	13	47.4	47.4	44.7	59.353	0	323.31	450180000	975	Q00438;A0A8J8YFZ4;D3ZB30;A0A8I5Y0Z3;A0A1W2Q6A9;A0A0G2JTV1	Q00438;A0A8J8YFZ4;D3ZB30;A0A8I5Y0Z3;A0A1W2Q6A9;A0A0G2JTV1	Polypyrimidine tract-binding protein 1	Ptbp1	2977
1385000	2504600	2298400	653290	732050	1293400				45	45	45	26.8	26.8	26.8	251.91	0	236.81	274820000	1051	Q00657;F1LS79	Q00657;F1LS79	Chondroitin sulfate proteoglycan 4	Cspg4	2978
1186100	1877400	3795700	0	280220	0				10	10	10	64.6	64.6	64.6	24.838	0	58.884	63291000	178	Q00981;A0A8I6G7R6	Q00981;A0A8I6G7R6	Ubiquitin carboxyl-terminal hydrolase isozyme L1	Uchl1	2979
0	0	0	0	0	0				4	4	4	22.1	22.1	22.1	39.961	0	14.468	7128700	28	Q02589	Q02589	[Protein ADP-ribosylarginine] hydrolase	Adprh	2980
391570	521980	316600	449560	617470	480320				8	8	8	26.4	26.4	26.4	48.106	0	24.9	19765000	93	Q02769;A0A8I6GF68	Q02769;A0A8I6GF68	Squalene synthase	Fdft1	2981
1735000	2195900	1415000	1510700	1854500	1515700				37	37	37	41.2	41.2	41.2	140.37	0	270.65	285660000	1141	Q04462	Q04462	Valine--tRNA ligase	Vars	2982
0	0	0	0	0	0				1	1	1	10.4	10.4	10.4	26.591	0	5.9136	6787900	36	Q6P9X1;Q04753	Q6P9X1;Q04753	Methylosome subunit pICln	Clns1a	2983
1756400	1596200	491010	1049200	1396700	319600				14	14	14	27.4	27.4	27.4	80.914	0	88.324	72725000	350	Q04931	Q04931	FACT complex subunit SSRP1	Ssrp1	2984
471700	0	0	422130	0	0				6	6	6	46	46	46	21.243	0	48.654	16667000	91	Q04970;P20171;P08644;A0A8I6AHV4	Q04970;P20171;P08644	GTPase NRas;GTPase HRas;GTPase HRas, N-terminally processed;GTPase KRas;GTPase KRas, N-terminally processed	Nras;Hras;Kras	2985
1602400	2496000	807800	2942600	3156000	961890				17	8	8	59.1	25.8	25.8	32.989	0	118.05	164340000	353	Q05962;Q6P9Y4;D3ZB81	Q05962;Q6P9Y4	ADP/ATP translocase 1	Slc25a4	2986
1651400	1194200	0	1622800	2119900	824440				3	3	3	9.7	9.7	9.7	35.118	0	22.462	70579000	212	Q05BA4;Q6VBQ5	Q05BA4;Q6VBQ5	Myeloid-associated differentiation marker	Myadm	2987
2379800	2147200	593450	2324600	1953200	930390				28	28	28	53	53	53	79.918	0	227.87	260930000	906	Q07009;A0A8I6A3B4;A0A8I5Y510	Q07009;A0A8I6A3B4;A0A8I5Y510	Calpain-2 catalytic subunit	Capn2	2988
459210	0	0	341910	0	0				9	9	9	17.2	17.2	17.2	83.456	0	12.978	10380000	45	Q07803	Q07803	Elongation factor G, mitochondrial	Gfm1	2989
9288700	20069000	16120000	14584000	18881000	15607000				36	36	36	74.3	74.3	74.3	38.678	0	323.31	2799100000	2977	Q07936;A0A8I6A0U3;A0A8I6ANV9;A0A8I5ZPN9;A0A8I6G714	Q07936;A0A8I6A0U3;A0A8I6ANV9	Annexin A2	Anxa2	2990
5131900	6761700	7055600	5741300	10608000	8781900				20	20	19	56.3	56.3	54.6	51.588	0	323.31	723510000	1383	Q08163;A0A8I6G6M3	Q08163;A0A8I6G6M3	Adenylyl cyclase-associated protein 1	Cap1	2991
0	0	0	0	0	0				1	1	1	8.6	8.6	8.6	26.62	0.0027881	2.2281	168600	1	Q08420	Q08420	Extracellular superoxide dismutase [Cu-Zn]	Sod3	2992
0	496810	0	347210	528810	552500				5	5	5	21.4	21.4	21.4	39.75	0	10.962	14882000	63	Q08851	Q08851	Syntaxin-5	Stx5	2993
3404900	2939500	1562700	4600400	4333000	1690200				20	20	11	58.7	58.7	25.5	32.901	0	178.56	417970000	793	Q09073;A0A8I6A075;A0A8I6GK78;A0A8I5Y643;A0A8I6A2W7;A0A8I6G2T3	Q09073;A0A8I6A075;A0A8I6GK78	ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed	Slc25a5	2994
0	281100	0	398590	301210	0				4	4	4	18.9	18.9	18.9	41.235	0	8.7059	10755000	53	Q0D2L2	Q0D2L2		Mrps22	2995
0	0	0	0	0	0				3	3	3	16.6	16.6	16.6	44.106	0	23.179	1789000	10	Q0D2L6;B2RZ38	Q0D2L6		Rragc	2996
0	0	0	0	0	0				2	2	2	18.1	18.1	18.1	12.372	0.0013232	2.7479	5447400	40	Q0ZFS4	Q0ZFS4		Mrps33	2997
2129000	1867900	1707300	2588500	2126500	2361300				43	43	43	29.7	29.7	29.7	163.19	0	199.13	340390000	1221	Q1JU68;A0A8I6A8S5;A0A8I6GJ08	Q1JU68;A0A8I6A8S5;A0A8I6GJ08	Eukaryotic translation initiation factor 3 subunit A	Eif3a	2998
0	0	0	0	0	0				2	2	2	3.6	3.6	3.6	101.67	0.00040535	5.1751	1450300	12	Q1LZ53	Q1LZ53	DNA (cytosine-5)-methyltransferase 3A	Dnmt3a	2999
0	864550	0	0	536030	0				5	5	5	32	32	32	27.247	0	17.97	15951000	61	Q1RP74	Q1RP74		LOC100911774	3000
0	1070300	1281500	292600	535400	1119500				3	3	3	27	27	27	19.889	0	46.443	23383000	97	Q27W01	Q27W01	RNA-binding protein 8A	Rbm8a	3001
0	0	0	0	0	0				2	1	1	19.2	5.5	5.5	17.163	0.0039586	2.0717	4646700	37	Q27W02	Q27W02	Protein mago nashi homolog	Magoh	3002
0	0	0	476220	226110	0				3	3	3	11.9	11.9	11.9	30.038	0.0060132	1.9684	4786100	25	Q9QYU7;Q2I0Y6;A0A8I5ZVN7	Q9QYU7;Q2I0Y6;A0A8I5ZVN7	Ribosome biogenesis protein NSA2 homolog	Nsa2	3003
0	0	0	0	0	0				1	1	1	2.3	2.3	2.3	93.761	0	9.1484	544170	3	Q2KJ09	Q2KJ09	Ubiquitin carboxyl-terminal hydrolase 16	Usp16	3004
1250300	1247100	542010	2442000	1202100	1062200				20	20	20	57.3	57.3	57.3	47.632	0	78.857	149840000	447	Q2LAP6;A0A8I6AV73;B0BMX0;A0A8I5ZLJ9	Q2LAP6;A0A8I6AV73	Testin	Tes	3005
0	0	0	0	0	0				2	2	2	7.1	7.1	7.1	37.857	0.00070547	3.3899	3591300	15	Q2M2S1	Q2M2S1		Tor1b	3006
1682000	1970500	1648500	1558000	1776700	1552800				42	42	37	51.5	51.5	46.6	109.53	0	323.31	348060000	1342	Q2PQA9;A0A0G2K070;G3V6L4;P56536	Q2PQA9	Kinesin-1 heavy chain	Kif5b	3007
2268300	1276700	0	2662700	2200800	994570				6	6	6	33.4	33.4	33.4	35.442	0	47.781	112170000	350	Q32PX2	Q32PX2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	Aimp2	3008
725540	473260	0	848450	582510	0				7	6	6	46.6	40.8	40.8	21.308	0	30.32	31262000	156	Q32PX6	Q32PX6		Rhog	3009
0	0	0	0	0	0				2	2	2	8.1	8.1	8.1	42.234	0.00068283	3.0409	2836600	9	Q32PZ0	Q32PZ0		Pak1ip1	3010
0	302920	0	0	399480	0				4	4	4	11.8	11.8	11.8	38.352	0.00075216	4.1558	4873700	27	Q3B7D1	Q3B7D1	Ubiquitin-conjugating enzyme E2 Z	Ube2z	3011
338700	0	0	330400	303510	0				7	7	7	20.4	20.4	20.4	62.961	0	17.927	9320300	56	Q3B7D2;A0A0G2K103	Q3B7D2;A0A0G2K103		Sptlc2	3012
0	0	0	0	0	0				3	3	3	4	4	4	65.753	0.00069857	3.3091	1485300	8	Q3B7U1	Q3B7U1		Maged2	3013
0	635830	655410	356050	410260	561040				5	5	5	20.8	20.8	20.8	43.555	0	12.322	15686000	60	Q3B7U9;A0A8I6A3K9	Q3B7U9;A0A8I6A3K9	Peptidyl-prolyl cis-trans isomerase FKBP8	Fkbp8	3014
400640	0	0	0	327730	0				7	2	2	43.3	13	13	24.085	0.0013258	2.7637	3830600	13	Q3B7V5;A0A8I6G3N4;A0A8I5ZKQ1;A0A8I6A284	Q3B7V5;A0A8I6G3N4;A0A8I5ZKQ1;A0A8I6A284		Rab2b	3015
4215500	4283300	1778400	5031400	4079800	2722700				45	45	45	57.2	57.2	57.2	85.965	0	323.31	728490000	1774	Q3B8Q1	Q3B8Q1	Nucleolar RNA helicase 2	Ddx21	3016
2318200	1316900	1226100	2342700	1792000	1233300				18	15	15	53	47.4	47.4	46.84	0	48.099	127850000	514	Q3B8Q2;A0A8I5ZSA0;A0A8I5ZT01	Q3B8Q2;A0A8I5ZSA0;A0A8I5ZT01	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	Eif4a3	3017
501720	0	0	1001200	0	0				5	5	5	25.9	25.9	25.9	27.815	0	20.863	19961000	140	Q3KR55;A0A8I5ZTD8;A0A8I6A4P9;A0A8I5ZV21;Q7TP17;A0A8I6A441;A0A8I6A5Q2	Q3KR55;A0A8I5ZTD8;A0A8I6A4P9;A0A8I5ZV21;Q7TP17	Splicing factor U2AF 26 kDa subunit	U2af1;U2af1l4	3018
